Entry	Entry name	Gene names
B5VP46	B5VP46_YEAS6	AWRI1631_130520
E9PAG7	E9PAG7_YEASX	ATP16
E9P8N4	E9P8N4_YEASX	YPT12
B5VM55	B5VM55_YEAS6	AWRI1631_111190
B5VTK5	B5VTK5_YEAS6	AWRI1631_163150
B5VHG0	B5VHG0_YEAS6	AWRI1631_50970
B5VP15	B5VP15_YEAS6	AWRI1631_130190
J3STE3	J3STE3_YEASX	IRC8 YJL051W
B5VNJ3	B5VNJ3_YEAS6	AWRI1631_123250
E9P9Y5	E9P9Y5_YEASX	oxi3
B5VFW5	B5VFW5_YEAS6	AWRI1631_42880
B5VH33	B5VH33_YEAS6	AWRI1631_47250
B5VRB7	B5VRB7_YEAS6	AWRI1631_150190
B5VNV7	B5VNV7_YEAS6	AWRI1631_124470
B5VGB8	B5VGB8_YEAS6	AWRI1631_44510
B5VIY9	B5VIY9_YEAS6	AWRI1631_72660
A0A1S5VAV2	A0A1S5VAV2_YEASX	BRE5
B5VHS5	B5VHS5_YEAS6	AWRI1631_52160
B5VP55	B5VP55_YEAS6	AWRI1631_130600
B5VDX6	B5VDX6_YEAS6	AWRI1631_20990
B5VME0	B5VME0_YEAS6	AWRI1631_112110
B5VQX2	B5VQX2_YEAS6	AWRI1631_142510
B5VGU5	B5VGU5_YEAS6	AWRI1631_46310
B5VTL1	B5VTL1_YEAS6	AWRI1631_163230
B5VRH9	B5VRH9_YEAS6	AWRI1631_150830
B5VHU1	B5VHU1_YEAS6	AWRI1631_52340
B5VQB2	B5VQB2_YEAS6	AWRI1631_140270
B5VL97	B5VL97_YEAS6	AWRI1631_101230
B5VK24	B5VK24_YEAS6	AWRI1631_81450
H9NBL2	H9NBL2_YEASX	ACT1
A0A2Z1V0G3	A0A2Z1V0G3_YEASX	FLO11
B5VK69	B5VK69_YEAS6	AWRI1631_81920
B5VJ20	B5VJ20_YEAS6	AWRI1631_72980
B5VSD6	B5VSD6_YEAS6	AWRI1631_154030
B5VSV6	B5VSV6_YEAS6	AWRI1631_160460
B5VNC8	B5VNC8_YEAS6	AWRI1631_122500
B5VE32	B5VE32_YEAS6	AWRI1631_21550
B5VT82	B5VT82_YEAS6	AWRI1631_161850
B5VE55	B5VE55_YEAS6	AWRI1631_21780
E9P9I6	E9P9I6_YEASX	IME1 YJR094C
B5VJZ9	B5VJZ9_YEAS6	AWRI1631_81200
S6B461	S6B461_YEASX	FLO1
B5VJ97	B5VJ97_YEAS6	AWRI1631_73760
B5VL07	B5VL07_YEAS6	AWRI1631_100310
B5VR66	B5VR66_YEAS6	AWRI1631_143500
B5VIE0	B5VIE0_YEAS6	AWRI1631_70600
B5VT40	B5VT40_YEAS6	AWRI1631_161390
A0A1L4AA31	A0A1L4AA31_YEASX	MET4
B5VEE8	B5VEE8_YEAS6	AWRI1631_22750
B5VFA3	B5VFA3_YEAS6	AWRI1631_40720
B5VS65	B5VS65_YEAS6	AWRI1631_153330
B5VQN9	B5VQN9_YEAS6	AWRI1631_141610
B5VH54	B5VH54_YEAS6	AWRI1631_47460
B5VP99	B5VP99_YEAS6	AWRI1631_131100
B5VID7	B5VID7_YEAS6	AWRI1631_70590
B5VL69	B5VL69_YEAS6	AWRI1631_100930
B5VHP3	B5VHP3_YEAS6	AWRI1631_51820
B5VR17	B5VR17_YEAS6	AWRI1631_142960
E9P9J0	E9P9J0_YEASX	IME1 YJR094C
B5VPT4	B5VPT4_YEAS6	AWRI1631_133010
A0A5B9RHX4	A0A5B9RHX4_YEASX	HMX1
B5VPU6	B5VPU6_YEAS6	AWRI1631_133150
E9PA13	E9PA13_YEASX	
B5VEH2	B5VEH2_YEAS6	AWRI1631_22990
B5VEX5	B5VEX5_YEAS6	AWRI1631_30860
B5VTY1	B5VTY1_YEAS6	AWRI1631_10970010
C7GVP0	C7GVP0_YEAS2	GRX3 C1Q_04568
C7GQK3	C7GQK3_YEAS2	NFS1 C1Q_02610
C7GV26	C7GV26_YEAS2	COS2 C1Q_04310
C7GTM2	C7GTM2_YEAS2	FCP1 C1Q_03772
C7GSY0	C7GSY0_YEAS2	C1Q_03539
C7GR14	C7GR14_YEAS2	LSB6 C1Q_02819
C7GT30	C7GT30_YEAS2	TCB1 C1Q_03562
C7GPK5	C7GPK5_YEAS2	SNC1 C1Q_02199
C7GXA1	C7GXA1_YEAS2	C1Q_05149
C7GJN2	C7GJN2_YEAS2	THI3 C1Q_00350
C7GNW8	C7GNW8_YEAS2	RPS10A C1Q_01912
C7GM11	C7GM11_YEAS2	C1Q_01279
C7GQ00	C7GQ00_YEAS2	PBS2 C1Q_02371
C7GJE3	C7GJE3_YEAS2	HRB1 C1Q_00299
C7GMX0	C7GMX0_YEAS2	RGD1 C1Q_01586
C7GUX9	C7GUX9_YEAS2	RAD18 C1Q_04253
C7GW42	C7GW42_YEAS2	RPB9 C1Q_04716
C7GQX9	C7GQX9_YEAS2	YPT6 C1Q_02755
C7GN62	C7GN62_YEAS2	YRR1 C1Q_01722
C7GWP9	C7GWP9_YEAS2	SIW14 C1Q_04930
C7GRH7	C7GRH7_YEAS2	SWD2 C1Q_02954
C7GUX6	C7GUX6_YEAS2	CPR4 C1Q_04257
C7GVT6	C7GVT6_YEAS2	PIG1 C1Q_04582
C7GIM0	C7GIM0_YEAS2	ALT2 C1Q_00026
C7GJP1	C7GJP1_YEAS2	BDF2 C1Q_00398
C7GU29	C7GU29_YEAS2	RAD1 C1Q_03936
C7GPB5	C7GPB5_YEAS2	VPS75 C1Q_02115
C7GK02	C7GK02_YEAS2	OPI10 C1Q_00547
C7GSZ4	C7GSZ4_YEAS2	SRO9 C1Q_03528
C7GP50	C7GP50_YEAS2	MET16 C1Q_02084
C7GQK8	C7GQK8_YEAS2	SGF29 C1Q_02611
C7GJC4	C7GJC4_YEAS2	NIP100 C1Q_00272
C7GNJ9	C7GNJ9_YEAS2	BNS1 C1Q_01865
C7GVA8	C7GVA8_YEAS2	RSC9 C1Q_04389
C7GRS9	C7GRS9_YEAS2	RAD51 C1Q_03043
C7GJP7	C7GJP7_YEAS2	RPS29B C1Q_00409
C7GY97	C7GY97_YEAS2	C1Q_05519
C7GKH5	C7GKH5_YEAS2	YEA4 C1Q_00734
C7GXQ2	C7GXQ2_YEAS2	UPF3 C1Q_05295
C7GKC8	C7GKC8_YEAS2	MLS1 C1Q_00661
C7GX51	C7GX51_YEAS2	ALG8 C1Q_05100
C7GKG3	C7GKG3_YEAS2	DER1 C1Q_00695
C7GIY0	C7GIY0_YEAS2	UPS1 C1Q_00108
C7GNY3	C7GNY3_YEAS2	MTO1 C1Q_02011
C7GRQ2	C7GRQ2_YEAS2	RNR1 C1Q_03059
C7GQF4	C7GQF4_YEAS2	TRM82 C1Q_02557
C7GWC4	C7GWC4_YEAS2	PNT1 C1Q_04812
C7GIW3	C7GIW3_YEAS2	C1Q_00083
C7GVQ2	C7GVQ2_YEAS2	TVP23 C1Q_04567
C7GQE2	C7GQE2_YEAS2	GPI13 C1Q_02542
C7GM38	C7GM38_YEAS2	GRX7 C1Q_01320
C7GN02	C7GN02_YEAS2	REF2 C1Q_01653
C7GV33	C7GV33_YEAS2	HAA1 C1Q_04312
C7GPG2	C7GPG2_YEAS2	SPO75 C1Q_02193
C7GNS1	C7GNS1_YEAS2	PYK2 C1Q_01933
C7GYC2	C7GYC2_YEAS2	C1Q_05545
C7GQS6	C7GQS6_YEAS2	CDC45 C1Q_02649
C7GLN0	C7GLN0_YEAS2	CPR8 C1Q_01154
C7GT59	C7GT59_YEAS2	USA1 C1Q_03585
C7GY53	C7GY53_YEAS2	SPE3 C1Q_05462
C7GLA7	C7GLA7_YEAS2	CLU1 TIF31 C1Q_00989
C7GV91	C7GV91_YEAS2	ZDS2 C1Q_04363
C7GJD6	C7GJD6_YEAS2	POS5 C1Q_00207
C7GRB8	C7GRB8_YEAS2	FUS2 C1Q_02928
C7GUQ5	C7GUQ5_YEAS2	TMA108 C1Q_04183
C7GN65	C7GN65_YEAS2	MTR10 C1Q_01719
C7GMU0	C7GMU0_YEAS2	VBA2 C1Q_01581
C7GLM1	C7GLM1_YEAS2	ARC35 C1Q_01139
C7GVT3	C7GVT3_YEAS2	YSH1 C1Q_04601
C7GJS6	C7GJS6_YEAS2	MIS1 C1Q_00437
C7GTB0	C7GTB0_YEAS2	VPS8 C1Q_03645
C7GM28	C7GM28_YEAS2	SCO2 C1Q_01316
C7GKP9	C7GKP9_YEAS2	HEH2 C1Q_00797
C7GQN7	C7GQN7_YEAS2	FRS1 C1Q_02671
C7GQ19	C7GQ19_YEAS2	BPH1 C1Q_02409
C7GT71	C7GT71_YEAS2	FRE8 C1Q_03601
C7GLE1	C7GLE1_YEAS2	NSE5 C1Q_01036
C7GLU2	C7GLU2_YEAS2	NOP2 C1Q_01211
C7GVX5	C7GVX5_YEAS2	SYG1 C1Q_04644
C7GVU7	C7GVU7_YEAS2	C1Q_04584
C7GIS7	C7GIS7_YEAS2	NMT1 C1Q_00114
C7GIX1	C7GIX1_YEAS2	SWI6 C1Q_00092
C7GTV1	C7GTV1_YEAS2	YHI9 C1Q_03859
C7GQG1	C7GQG1_YEAS2	MEH1 C1Q_02562
C7GKW4	C7GKW4_YEAS2	HSP31 C1Q_00783
C7GJ80	C7GJ80_YEAS2	NAN1 C1Q_00216
C7GUP4	C7GUP4_YEAS2	C1Q_04156
C7GND1	C7GND1_YEAS2	SHE1 C1Q_01776
C7GKU9	C7GKU9_YEAS2	EMI2 C1Q_00812
C7GXQ7	C7GXQ7_YEAS2	PAC10 C1Q_05300
C7GSW6	C7GSW6_YEAS2	C1Q_03477
C7GS79	C7GS79_YEAS2	MAM1 C1Q_03224
C7GN40	C7GN40_YEAS2	LEA1 C1Q_01679
C7GQZ1	C7GQZ1_YEAS2	CDD1 C1Q_02753
C7GRU0	C7GRU0_YEAS2	C1Q_03083
C7GNL6	C7GNL6_YEAS2	FMP46 C1Q_01891
C7GUZ0	C7GUZ0_YEAS2	C1Q_04273
C7GNI1	C7GNI1_YEAS2	SOL4 C1Q_01848
C7GXX2	C7GXX2_YEAS2	FIG1 C1Q_05383
C7GU23	C7GU23_YEAS2	SUV3 C1Q_03903
C7GV21	C7GV21_YEAS2	PSF3 C1Q_04294
C7GS64	C7GS64_YEAS2	GSF2 C1Q_03216
C7GLA9	C7GLA9_YEAS2	C1Q_00963
C7GY46	C7GY46_YEAS2	ARO7 C1Q_05460
C7GUM4	C7GUM4_YEAS2	TFP1 C1Q_04144
C7GR62	C7GR62_YEAS2	COX23 C1Q_02832
C7GUZ3	C7GUZ3_YEAS2	FAU1 C1Q_04274
C7GL54	C7GL54_YEAS2	MOT3 C1Q_00929
C7GJV6	C7GJV6_YEAS2	SIN3 C1Q_00471
C7GKZ2	C7GKZ2_YEAS2	RPO21 C1Q_00893
C7GR23	C7GR23_YEAS2	GWT1 C1Q_02788
C7GVS0	C7GVS0_YEAS2	RTR2 C1Q_04573
C7GSU4	C7GSU4_YEAS2	C1Q_03463
C7GXQ1	C7GXQ1_YEAS2	C1Q_05321
C7GKP3	C7GKP3_YEAS2	YHP1 C1Q_00799
C7GIR9	C7GIR9_YEAS2	C1Q_00056
C7GWE6	C7GWE6_YEAS2	SSP2 C1Q_04791
C7GNL2	C7GNL2_YEAS2	YSR3 C1Q_01908
C7GT56	C7GT56_YEAS2	RPS18B C1Q_03583
C7GLF5	C7GLF5_YEAS2	HST3 C1Q_01081
C7GJR2	C7GJR2_YEAS2	C1Q_00430
C7GU83	C7GU83_YEAS2	GID8 C1Q_03993
C7GVH8	C7GVH8_YEAS2	HSK3 C1Q_04537
C7GQD9	C7GQD9_YEAS2	ISA1 C1Q_02539
C7GXY5	C7GXY5_YEAS2	MAF1 C1Q_05399
C7GMC9	C7GMC9_YEAS2	HOC1 C1Q_01382
C7GK78	C7GK78_YEAS2	STF2 C1Q_00630
C7GKY9	C7GKY9_YEAS2	ARF2 C1Q_00925
C7GL52	C7GL52_YEAS2	ABF2 C1Q_00978
C7GX06	C7GX06_YEAS2	C1Q_05051
C7GQ86	C7GQ86_YEAS2	TIF34 C1Q_02482
C7GTC6	C7GTC6_YEAS2	TAH11 C1Q_03657
C7GL99	C7GL99_YEAS2	FMS1 C1Q_00998
C7GVJ9	C7GVJ9_YEAS2	ABF1 C1Q_04526
C7GRF5	C7GRF5_YEAS2	C1Q_02878
C7GN58	C7GN58_YEAS2	SWT1 C1Q_01727
C7GL68	C7GL68_YEAS2	BUB2 C1Q_01013
C7GJK3	C7GJK3_YEAS2	ATG20 C1Q_00383
C7GSJ1	C7GSJ1_YEAS2	ERG28 C1Q_03338
C7GMV8	C7GMV8_YEAS2	UBX7 C1Q_01575
C7GQD4	C7GQD4_YEAS2	CLF1 C1Q_02525
C7GRZ8	C7GRZ8_YEAS2	C1Q_03143
C7GJP0	C7GJP0_YEAS2	YET3 C1Q_00357
C7GMZ7	C7GMZ7_YEAS2	SPC19 C1Q_01643
C7GWW3	C7GWW3_YEAS2	MDR1 C1Q_05012
C7GXI9	C7GXI9_YEAS2	SWC7 C1Q_05250
C7GUY8	C7GUY8_YEAS2	YBP1 C1Q_04265
C7GU56	C7GU56_YEAS2	C1Q_03970
C7GIP3	C7GIP3_YEAS2	HPR1 C1Q_00031
C7GQV9	C7GQV9_YEAS2	GIC2 C1Q_02707
C7GT23	C7GT23_YEAS2	C1Q_03546
C7GTD5	C7GTD5_YEAS2	PRO3 C1Q_03672
C7GNR2	C7GNR2_YEAS2	C1Q_01961
C7GNM1	C7GNM1_YEAS2	UTH1 C1Q_01868
C7GWQ5	C7GWQ5_YEAS2	KRI1 C1Q_04943
C7GXU3	C7GXU3_YEAS2	BTN2 C1Q_05356
C7GRQ4	C7GRQ4_YEAS2	VTC1 C1Q_03049
C7GMP2	C7GMP2_YEAS2	ECM3 C1Q_01504
C7GSZ1	C7GSZ1_YEAS2	LSB5 C1Q_03533
C7GY77	C7GY77_YEAS2	RPO41 C1Q_05495
C7GQE5	C7GQE5_YEAS2	RIX7 C1Q_02543
C7GK91	C7GK91_YEAS2	C1Q_05663
C7GLU8	C7GLU8_YEAS2	MSG5 C1Q_01206
C7GN20	C7GN20_YEAS2	UBC1 C1Q_01664
C7GS23	C7GS23_YEAS2	RNA15 C1Q_03172
C7GNH4	C7GNH4_YEAS2	MTM1 C1Q_01834
C7GXH7	C7GXH7_YEAS2	RAD5 C1Q_05218
C7GP53	C7GP53_YEAS2	C1Q_02094
C7GXT2	C7GXT2_YEAS2	ASN1 C1Q_05351
C7GY37	C7GY37_YEAS2	TAH18 C1Q_05471
C7GQS0	C7GQS0_YEAS2	HRT3 C1Q_02672
C7GLT6	C7GLT6_YEAS2	MRS1 C1Q_01184
C7GU15	C7GU15_YEAS2	C1Q_03955
C7GSJ7	C7GSJ7_YEAS2	ISD11 C1Q_03337
C7GXL9	C7GXL9_YEAS2	CDC73 C1Q_05278
C7GRA8	C7GRA8_YEAS2	ZRC1 C1Q_02887
C7GKM6	C7GKM6_YEAS2	SGA1 C1Q_00747
C7GXV8	C7GXV8_YEAS2	PGA1 C1Q_05373
C7GJS0	C7GJS0_YEAS2	NHP6B C1Q_00443
C7GJK7	C7GJK7_YEAS2	C1Q_00367
C7GLY7	C7GLY7_YEAS2	C1Q_01264
C7GRM4	C7GRM4_YEAS2	C1Q_03000
C7GMS9	C7GMS9_YEAS2	TDP1 C1Q_01594
C7GVB1	C7GVB1_YEAS2	ERO1 C1Q_04395
C7GWT2	C7GWT2_YEAS2	PCL5 C1Q_04986
C7GTA6	C7GTA6_YEAS2	NRG1 C1Q_03627
C7GQ87	C7GQ87_YEAS2	C1Q_02494
C7GSL8	C7GSL8_YEAS2	CAR2 C1Q_03384
C7GUV3	C7GUV3_YEAS2	APD1 C1Q_04228
C7GPN2	C7GPN2_YEAS2	SAE2 C1Q_02270
C7GJG2	C7GJG2_YEAS2	DSN1 C1Q_00312
C7GSP9	C7GSP9_YEAS2	APS3 C1Q_03405
C7GJV5	C7GJV5_YEAS2	PFA4 C1Q_00479
C7GJX1	C7GJX1_YEAS2	DBP8 C1Q_00506
C7GQD6	C7GQD6_YEAS2	CFT2 C1Q_02537
C7GN90	C7GN90_YEAS2	SCH9 C1Q_01736
C7GMY9	C7GMY9_YEAS2	C1Q_01576
C7GRX2	C7GRX2_YEAS2	C1Q_03129
C7GNH9	C7GNH9_YEAS2	C1Q_01812
C7GS80	C7GS80_YEAS2	NUP157 C1Q_03228
C7GRW2	C7GRW2_YEAS2	MDM30 C1Q_03104
C7GV39	C7GV39_YEAS2	C1Q_04315
C7GPW4	C7GPW4_YEAS2	FAD1 C1Q_02346
C7GLA8	C7GLA8_YEAS2	HXT2 C1Q_01030
C7GMJ7	C7GMJ7_YEAS2	SPE4 C1Q_01485
C7GP59	C7GP59_YEAS2	BET2 C1Q_02067
C7GW35	C7GW35_YEAS2	C1Q_04714
C7GPV6	C7GPV6_YEAS2	GAS1 C1Q_02333
C7GPK0	C7GPK0_YEAS2	MTW1 C1Q_02218
C7GUU7	C7GUU7_YEAS2	ICS2 C1Q_04229
C7GR76	C7GR76_YEAS2	POL1 C1Q_02852
C7GSD1	C7GSD1_YEAS2	C1Q_03281
C7GVR8	C7GVR8_YEAS2	DOS2 C1Q_04542
C7GNK4	C7GNK4_YEAS2	HSV2 C1Q_01821
C7GIZ2	C7GIZ2_YEAS2	MCH2 C1Q_00156
C7GSZ6	C7GSZ6_YEAS2	GID7 C1Q_03511
C7GVD5	C7GVD5_YEAS2	AHA1 C1Q_04410
C7GV97	C7GV97_YEAS2	VAN1 C1Q_04387
C7GWL2	C7GWL2_YEAS2	IPK1 C1Q_04912
C7GUF8	C7GUF8_YEAS2	CDC15 C1Q_04073
C7GQF8	C7GQF8_YEAS2	C1Q_02555
C7GQR9	C7GQR9_YEAS2	KIN2 C1Q_02667
C7GKI4	C7GKI4_YEAS2	NUG1 C1Q_00721
C7GSU2	C7GSU2_YEAS2	C1Q_03460
C7GVZ2	C7GVZ2_YEAS2	SEC6 C1Q_04636
C7GPR4	C7GPR4_YEAS2	C1Q_02280
C7GQZ7	C7GQZ7_YEAS2	LIP2 C1Q_02757
C7GX41	C7GX41_YEAS2	UFD2 C1Q_05084
C7GR69	C7GR69_YEAS2	NDT80 C1Q_02847
C7GR06	C7GR06_YEAS2	GZF3 C1Q_02812
C7GQT6	C7GQT6_YEAS2	ZIP1 C1Q_02720
C7GSQ0	C7GSQ0_YEAS2	RRN7 C1Q_03417
C7GL15	C7GL15_YEAS2	NRP1 C1Q_00890
C7GWP3	C7GWP3_YEAS2	SSN8 C1Q_04928
C7GX29	C7GX29_YEAS2	EDC3 C1Q_05055
C7GKN5	C7GKN5_YEAS2	SEC24 C1Q_00751
C7GLP2	C7GLP2_YEAS2	PHO91 C1Q_01120
C7GPB2	C7GPB2_YEAS2	MPA43 C1Q_02096
C7GLY9	C7GLY9_YEAS2	SBE22 C1Q_01253
C7GX81	C7GX81_YEAS2	C1Q_05131
C7GSA3	C7GSA3_YEAS2	ALK1 C1Q_03259
C7GKJ8	C7GKJ8_YEAS2	SBH2 C1Q_00729
C7GJS5	C7GJS5_YEAS2	AAC3 C1Q_00436
C7GSR3	C7GSR3_YEAS2	C1Q_03408
C7GV77	C7GV77_YEAS2	RAD10 C1Q_04402
C7GPX8	C7GPX8_YEAS2	FBP26 C1Q_02378
C7GS78	C7GS78_YEAS2	GLE2 C1Q_03230
C7GMH0	C7GMH0_YEAS2	C1Q_01432
C7GYA5	C7GYA5_YEAS2	SPB4 C1Q_05536
C7GR48	C7GR48_YEAS2	MRPL8 C1Q_02791
C7GT72	C7GT72_YEAS2	C1Q_03600
C7GMW5	C7GMW5_YEAS2	TSC10 C1Q_01567
C7GNT0	C7GNT0_YEAS2	KRE5 C1Q_01951
C7GJ64	C7GJ64_YEAS2	GDE1 C1Q_00263
C7GL87	C7GL87_YEAS2	HOF1 C1Q_00961
C7GU69	C7GU69_YEAS2	USV1 C1Q_03979
C7GIN9	C7GIN9_YEAS2	C1Q_00041
C7GRX7	C7GRX7_YEAS2	C1Q_03114
C7GWZ4	C7GWZ4_YEAS2	MCM6 C1Q_05018
C7GR80	C7GR80_YEAS2	RAS2 C1Q_02853
C7GQ24	C7GQ24_YEAS2	PHO87 C1Q_02414
C7GT22	C7GT22_YEAS2	ERG1 C1Q_03543
C7GTR7	C7GTR7_YEAS2	SSO2 C1Q_03811
C7GNN8	C7GNN8_YEAS2	ALY1 C1Q_01873
C7GQC1	C7GQC1_YEAS2	DSS4 C1Q_02513
C7GPT7	C7GPT7_YEAS2	C1Q_02303
C7GKX3	C7GKX3_YEAS2	NSA2 C1Q_00865
C7GKF5	C7GKF5_YEAS2	PGI1 C1Q_00699
C7GRQ8	C7GRQ8_YEAS2	C1Q_03051
C7GKM9	C7GKM9_YEAS2	DPH1 C1Q_00764
C7GNS6	C7GNS6_YEAS2	RPA43 C1Q_01917
C7GU63	C7GU63_YEAS2	ATG16 C1Q_03972
C7GML5	C7GML5_YEAS2	LEO1 C1Q_01523
C7GPD9	C7GPD9_YEAS2	MGS1 C1Q_02101
C7GVC8	C7GVC8_YEAS2	HTB1 C1Q_04411
C7GJJ9	C7GJJ9_YEAS2	CYK3 C1Q_00373
C7GY44	C7GY44_YEAS2	BRR1 C1Q_05457
C7GJ59	C7GJ59_YEAS2	SYH1 C1Q_00218
C7GR65	C7GR65_YEAS2	SET1 C1Q_02841
C7GV25	C7GV25_YEAS2	C1Q_04308
C7GPP7	C7GPP7_YEAS2	C1Q_02279
C7GNW7	C7GNW7_YEAS2	RRS1 C1Q_01978
C7GQS4	C7GQS4_YEAS2	ERG27 C1Q_02692
C7GWK1	C7GWK1_YEAS2	SPC1 C1Q_04893
C7GVN5	C7GVN5_YEAS2	STB6 C1Q_04517
C7GPY5	C7GPY5_YEAS2	IDS2 C1Q_02387
C7GIW0	C7GIW0_YEAS2	C1Q_00102
C7GVK2	C7GVK2_YEAS2	SLD2 C1Q_04472
C7GUW5	C7GUW5_YEAS2	TRX3 C1Q_04251
C7GV54	C7GV54_YEAS2	ARF1 C1Q_04348
C7GKU1	C7GKU1_YEAS2	C1Q_00827
C7GQV1	C7GQV1_YEAS2	CFT1 C1Q_02717
C7GM37	C7GM37_YEAS2	MNN2 C1Q_01310
C7GTE2	C7GTE2_YEAS2	C1Q_03691
C7GLV4	C7GLV4_YEAS2	C1Q_01224
C7GVG2	C7GVG2_YEAS2	FRE5 C1Q_04458
C7GP06	C7GP06_YEAS2	YET1 C1Q_02031
C7GSP7	C7GSP7_YEAS2	MPS3 C1Q_03404
C7GP10	C7GP10_YEAS2	C1Q_05654
C7GU66	C7GU66_YEAS2	ALG5 C1Q_03984
C7GVK3	C7GVK3_YEAS2	C1Q_04485
C7GJ12	C7GJ12_YEAS2	PEX1 C1Q_00150
C7GK11	C7GK11_YEAS2	NGL1 C1Q_00546
C7GK35	C7GK35_YEAS2	HST1 C1Q_00523
C7GKT8	C7GKT8_YEAS2	SAM2 C1Q_00795
C7GXL7	C7GXL7_YEAS2	C1Q_05288
C7GKV3	C7GKV3_YEAS2	SPS2 C1Q_00809
C7GMB0	C7GMB0_YEAS2	JJJ3 C1Q_01390
C7GP57	C7GP57_YEAS2	C1Q_02063
C7GVN9	C7GVN9_YEAS2	NUP100 C1Q_04481
C7GMV6	C7GMV6_YEAS2	RIF1 C1Q_01596
C7GRP8	C7GRP8_YEAS2	C1Q_03031
C7GNR3	C7GNR3_YEAS2	GDS1 C1Q_01941
C7GRB7	C7GRB7_YEAS2	TRI1 C1Q_02870
C7GWN3	C7GWN3_YEAS2	C1Q_04915
C7GN39	C7GN39_YEAS2	PUS1 C1Q_01686
C7GP30	C7GP30_YEAS2	PHD1 C1Q_02040
C7GV15	C7GV15_YEAS2	ARG8 C1Q_04291
C7GW53	C7GW53_YEAS2	MPS1 C1Q_04738
C7GXZ2	C7GXZ2_YEAS2	NHP10 C1Q_05403
C7GJG3	C7GJG3_YEAS2	MSL1 C1Q_00341
C7GPK8	C7GPK8_YEAS2	SAW1 C1Q_02246
C7GXE0	C7GXE0_YEAS2	MAK10 C1Q_05199
C7GX61	C7GX61_YEAS2	SCS3 C1Q_05111
C7GMX4	C7GMX4_YEAS2	RIB5 C1Q_01566
C7GQ79	C7GQ79_YEAS2	YIP1 C1Q_02472
C7GTJ2	C7GTJ2_YEAS2	SET7 C1Q_03730
C7GKU5	C7GKU5_YEAS2	ACN9 C1Q_00845
C7GWM5	C7GWM5_YEAS2	SKP1 C1Q_04905
C7GPC2	C7GPC2_YEAS2	KEX2 C1Q_02123
C7GSS1	C7GSS1_YEAS2	PAP2 C1Q_03438
C7GVB7	C7GVB7_YEAS2	FMN1 C1Q_04419
C7GUY4	C7GUY4_YEAS2	NGR1 C1Q_04262
C7GL13	C7GL13_YEAS2	CDC36 C1Q_00889
C7GQK5	C7GQK5_YEAS2	BUD3 C1Q_02615
C7GL67	C7GL67_YEAS2	AAC1 C1Q_00996
C7GP88	C7GP88_YEAS2	BOR1 C1Q_02149
C7GQU5	C7GQU5_YEAS2	HDA2 C1Q_02714
C7GKR9	C7GKR9_YEAS2	DIG2 C1Q_00836
C7GUR2	C7GUR2_YEAS2	PAN6 C1Q_04191
C7GXF1	C7GXF1_YEAS2	AVT2 C1Q_05202
C7GME6	C7GME6_YEAS2	CDC8 C1Q_01356
C7GPF1	C7GPF1_YEAS2	NSE1 C1Q_02178
C7GNB7	C7GNB7_YEAS2	PSY4 C1Q_01748
C7GQ14	C7GQ14_YEAS2	EHD3 C1Q_02403
C7GV31	C7GV31_YEAS2	ICL2 C1Q_04320
C7GJ01	C7GJ01_YEAS2	SAC1 C1Q_00186
C7GTC9	C7GTC9_YEAS2	CEM1 C1Q_03665
C7GLD8	C7GLD8_YEAS2	C1Q_00935
C7GM25	C7GM25_YEAS2	C1Q_01309
C7GWY1	C7GWY1_YEAS2	MDM34 MMM2 C1Q_05021
C7GXT6	C7GXT6_YEAS2	NCE102 C1Q_05349
C7GP61	C7GP61_YEAS2	HDA3 C1Q_02092
C7GMQ0	C7GMQ0_YEAS2	DIA4 C1Q_01542
C7GTF3	C7GTF3_YEAS2	RHO5 C1Q_03685
C7GQ95	C7GQ95_YEAS2	TPP1 C1Q_02486
C7GKH4	C7GKH4_YEAS2	VAB2 C1Q_00724
C7GXY8	C7GXY8_YEAS2	RCR2 C1Q_05411
C7GUD4	C7GUD4_YEAS2	NBP1 C1Q_04055
C7GQB9	C7GQB9_YEAS2	MCM4 C1Q_02499
C7GS04	C7GS04_YEAS2	ATG27 C1Q_03139
C7GIV2	C7GIV2_YEAS2	C1Q_00124
C7GVW7	C7GVW7_YEAS2	TED1 C1Q_04647
C7GMA2	C7GMA2_YEAS2	ECM27 C1Q_01396
C7GR42	C7GR42_YEAS2	ARG2 C1Q_02811
C7GNF7	C7GNF7_YEAS2	CWC22 C1Q_01801
C7GRB2	C7GRB2_YEAS2	RNT1 C1Q_02880
C7GLV5	C7GLV5_YEAS2	C1Q_01205
C7GJX4	C7GJX4_YEAS2	CDC23 C1Q_00487
C7GIV3	C7GIV3_YEAS2	C1Q_00093
C7GMS2	C7GMS2_YEAS2	SWC5 C1Q_01578
C7GX10	C7GX10_YEAS2	STR3 C1Q_05042
C7GSB5	C7GSB5_YEAS2	SIZ1 C1Q_03276
C7GX98	C7GX98_YEAS2	MRP4 C1Q_05150
C7GXV4	C7GXV4_YEAS2	YCK2 C1Q_05363
C7GQG5	C7GQG5_YEAS2	OSH6 C1Q_02570
C7GW09	C7GW09_YEAS2	FPR3 C1Q_04656
C7GPA0	C7GPA0_YEAS2	POL2 C1Q_02142
C7GK80	C7GK80_YEAS2	NMA2 C1Q_00617
C7GQ31	C7GQ31_YEAS2	FRE7 C1Q_02428
