geneName,DEG_id,uniprot_id
DRG1,DEG20112961,Q9Y295
PRR14L,DEG20112962,Q5THK1
DEPDC5,DEG20112963,O75140
PATZ1,DEG20112964,Q9HBE1
LARGE,DEG20112965,O95461
MYH9,DEG20112966,P35579
CACNG2,DEG20112967,Q9Y698
EIF3D,DEG20112968,O15371
RBFOX2,DEG20112969,O43251
IL2RB,DEG20112970,P14784
GGA1,DEG20112971,Q9UJY5
CSNK1E,DEG20112972,P49674
EIF3L,DEG20112973,Q9Y262
SOX10,DEG20112974,P56693
GTPBP1,DEG20112975,O00178
RPL3,DEG20112976,P39023
PDGFB,DEG20112977,P01127
CACNA1I,DEG20112978,Q9P0X4
RBX1,DEG20112979,P62877
TNRC6B,DEG20112980,Q9UPQ9
EP300,DEG20112981,Q09472
ZC3H7B,DEG20112982,Q9UGR2
SREBF2,DEG20112983,Q12772
XRCC6,DEG20112984,P12956
TCF20,DEG20112985,Q9UGU0
SULT4A1,DEG20112986,Q9BR01
SCUBE1,DEG20112987,Q8IWY4
PRR5,DEG20112988,P85299
SMC1B,DEG20112989,Q8NDV3
PHF21B,DEG20112990,Q96EK2
CELSR1,DEG20112991,Q9NYQ6
ZBED4,DEG20112992,O75132
GRAMD4,DEG20112993,Q6IC98
BRD1,DEG20112994,O95696
TBC1D22A,DEG20112995,Q8WUA7
PLXNB2,DEG20112996,O15031
PIM3,DEG20112997,Q86V86
TRABD,DEG20112998,Q9H4I3
SHANK3,DEG20112999,Q9BYB0
MAPK8IP2,DEG20113000,Q13387
ANOS1,DEG20113001,P23352
WWC3,DEG20113002,Q9ULE0
NLGN4X,DEG20113003,Q8N0W4
TBL1X,DEG20113004,O60907
STS,DEG20113005,P08842
CLCN4,DEG20113006,P51793
PRPS2,DEG20113007,P11908
HCCS,DEG20113008,P53701
GLRA2,DEG20113009,P23416
OFD1,DEG20113010,O75665
ARHGAP6,DEG20113011,O43182
GEMIN8,DEG20113012,Q9NWZ8
FRMPD4,DEG20113013,Q14CM0
MSL3,DEG20113014,Q8N5Y2
TLR8,DEG20113015,Q9NR97
PIGA,DEG20113016,P37287
RBBP7,DEG20113017,Q16576
FANCB,DEG20113018,Q8NB91
TXLNG,DEG20113019,Q9NUQ3
ZRSR2,DEG20113020,Q15696
ACE2,DEG20113021,Q9BYF1
MOSPD2,DEG20113022,Q8NHP6
CDKL5,DEG20113023,O76039
REPS2,DEG20113024,Q8NFH8
PDHA1,DEG20113025,P08559
ADGRG2,DEG20113026,Q8IZP9
SCML2,DEG20113027,Q9UQR0
NHS,DEG20113028,Q6T4R5
PPEF1,DEG20113029,O14829
CNKSR2,DEG20113030,Q8WXI2
SCML1,DEG20113031,Q9UN30
SH3KBP1,DEG20113032,Q96B97
RPS6KA3,DEG20113033,P51812
PHKA2,DEG20113034,P46019
POLA1,DEG20113035,P09884
PTCHD1,DEG20113036,Q96NR3
EIF2S3,DEG20113037,P41091
ZFX,DEG20113038,P17010
SMS,DEG20113039,P52788
MBTPS2,DEG20113040,O43462
PHEX,DEG20113041,P78562
PCYT1B,DEG20113042,Q9Y5K3
KLHL15,DEG20113043,Q96M94
TAB3,DEG20113044,Q8N5C8
DMD,DEG20113045,P11532
IL1RAPL1,DEG20113046,Q9NZN1
GK,DEG20113047,P32189
TSPAN7,DEG20113048,P41732
RPGR,DEG20113049,Q92834
BCOR,DEG20113050,Q6W2J9
OTC,DEG20113051,P00480
CYBB,DEG20113052,P04839
CFAP47,DEG20113053,Q6ZTR5
CASK,DEG20113054,O14936
MED14,DEG20113055,O60244
MAOB,DEG20113056,P27338
DDX3X,DEG20113057,O00571
MAOA,DEG20113058,P21397
USP9X,DEG20113059,Q93008
KDM6A,DEG20113060,O15550
SLC9A7,DEG20113061,Q96T83
EFHC2,DEG20113062,Q5JST6
USP11,DEG20113063,P51784
UBA1,DEG20113064,P22314
JADE3,DEG20113065,Q92613
CDK16,DEG20113066,Q00536
RBM10,DEG20113067,P98175
CFP,DEG20113068,P27918
FTSJ1,DEG20113069,Q9UET6
PORCN,DEG20113070,Q9H237
WAS,DEG20113071,P42768
WDR13,DEG20113072,Q9H1Z4
SUV39H1,DEG20113073,O43463
SLC38A5,DEG20113074,Q8WUX1
GPKOW,DEG20113075,Q92917
WDR45,DEG20113076,Q9Y484
GRIPAP1,DEG20113077,Q4V328
TFE3,DEG20113078,P19532
OTUD5,DEG20113079,Q96G74
HDAC6,DEG20113080,Q9UBN7
WDR45,DEG20113081,Q9Y484
CCDC22,DEG20113082,O60826
FOXP3,DEG20113083,Q9BZS1
GSPT2,DEG20113084,Q8IYD1
AKAP4,DEG20113085,Q5JQC9
SHROOM4,DEG20113086,Q9ULL8
CLCN5,DEG20113087,P51795
MAGED1,DEG20113088,Q9Y5V3
IQSEC2,DEG20113089,Q5JU85
RIBC1,DEG20113090,Q8N443
HUWE1,DEG20113091,Q7Z6Z7
KDM5C,DEG20113092,P41229
SMC1A,DEG20113093,Q14683
WNK3,DEG20113094,Q9BYP7
PHF8,DEG20113095,Q9UPP1
FGD1,DEG20113096,P98174
MAGED2,DEG20113097,Q9UNF1
USP51,DEG20113098,Q70EK9
FAM120C,DEG20113099,Q9NX05
ALAS2,DEG20113100,P22557
GNL3L,DEG20113101,Q9NVN8
MSN,DEG20113102,P26038
ARHGEF9,DEG20113103,O43307
ZC3H12B,DEG20113104,Q5HYM0
AMER1,DEG20113105,Q5JTC6
IGBP1,DEG20113106,P78318
EDA,DEG20113107,Q92838
OPHN1,DEG20113108,O60890
AR,DEG20113109,P10275
CXorf65,DEG20113110,A6NEN9
ZMYM3,DEG20113111,Q14202
TAF1,DEG20113112,P21675
TEX11,DEG20113113,Q8IYF3
MED12,DEG20113114,Q93074
KIF4A,DEG20113115,O95239
SLC7A3,DEG20113116,Q8WY07
IL2RG,DEG20113117,P31785
NONO,DEG20113118,Q15233
OGT,DEG20113119,O15294
ACRC,DEG20113120,Q96QF7
DLG3,DEG20113121,Q92796
HDAC8,DEG20113122,Q9BY41
RLIM,DEG20113123,Q9NVW2
SLC16A2,DEG20113124,P36021
KIAA2022,DEG20113125,Q5QGS0
ABCB7,DEG20113126,O75027
ERCC6L,DEG20113127,Q2NKX8
ATRX,DEG20113128,P46100
TBX22,DEG20113129,Q9Y458
ATP7A,DEG20113130,Q04656
PGK1,DEG20113131,P00558
ZNF711,DEG20113132,Q9Y462
PCDH11X,DEG20113133,Q9BZA7
BRWD3,DEG20113134,Q6RI45
CHM,DEG20113135,P24386
DIAPH2,DEG20113136,O60879
PCDH19,DEG20113137,Q8TAB3
CENPI,DEG20113138,Q92674
GLA,DEG20113139,P06280
SRPX2,DEG20113140,O60687
BTK,DEG20113141,Q06187
PLP1,DEG20113142,P60201
FAM199X,DEG20113143,Q6PEV8
MORC4,DEG20113144,Q8TE76
IL1RAPL2,DEG20113145,Q9NP60
FRMPD3,DEG20113146,Q5JV73
AMMECR1,DEG20113147,Q9Y4X0
MID2,DEG20113148,Q9UJV3
ACSL4,DEG20113149,O60488
COL4A6,DEG20113150,Q14031
ATG4A,DEG20113151,Q8WYN0
COL4A5,DEG20113152,P29400
RGAG1,DEG20113153,Q8NET4
AMOT,DEG20113154,Q4VCS5
ALG13,DEG20113155,Q9NP73
LRCH2,DEG20113156,Q5VUJ6
PAK3,DEG20113157,O75914
CAPN6,DEG20113158,Q9Y6Q1
SLC6A14,DEG20113159,Q9UN76
TRPC5,DEG20113160,Q9UL62
PLS3,DEG20113161,P13797
NKAP,DEG20113162,Q8N5F7
UPF3B,DEG20113163,Q9BZI7
CXorf56,DEG20113164,Q9H5V9
SEPT6,DEG20113165,Q14141
WDR44,DEG20113166,Q5JSH3
DOCK11,DEG20113167,Q5JSL3
NKRF,DEG20113168,O15226
IL13RA1,DEG20113169,P78552
LAMP2,DEG20113170,P13473
CUL4B,DEG20113171,Q13620
TENM1,DEG20113172,Q9UKZ4
XIAP,DEG20113173,P98170
THOC2,DEG20113174,Q8NI27
OCRL,DEG20113175,Q01968
SMARCA1,DEG20113176,P28370
STAG2,DEG20113177,Q8N3U4
GRIA3,DEG20113178,P42263
UTP14A,DEG20113179,Q9BVJ6
BCORL1,DEG20113180,Q5H9F3
AIFM1,DEG20113181,O95831
ARHGAP36,DEG20113182,Q6ZRI8
SLC25A14,DEG20113183,O95258
ZNF280C,DEG20113184,Q8ND82
FRMD7,DEG20113185,Q6ZUT3
IGSF1,DEG20113186,Q8N6C5
PHF6,DEG20113187,Q8IWS0
DDX26B,DEG20113188,Q5JSJ4
GPC3,DEG20113189,P51654
HPRT1,DEG20113190,P00492
GPC4,DEG20113191,O75487
FHL1,DEG20113192,Q13642
FGF13,DEG20113193,Q92913
SLC9A6,DEG20113194,Q92581
MCF2,DEG20113195,P10911
HTATSF1,DEG20113196,O43719
ARHGEF6,DEG20113197,Q15052
F9,DEG20113198,P00740
RBMX,DEG20113199,P38159
ATP11C,DEG20113200,Q8NB49
IDS,DEG20113201,P22304
MTM1,DEG20113202,Q13496
AFF2,DEG20113203,P51816
MTMR1,DEG20113204,Q13613
NSDHL,DEG20113205,Q15738
BGN,DEG20113206,P21810
HAUS7,DEG20113207,Q99871
SLC6A8,DEG20113208,P48029
ATP2B3,DEG20113209,Q16720
IDH3G,DEG20113210,P51553
ABCD1,DEG20113211,P33897
IRAK1,DEG20113212,P51617
PDZD4,DEG20113213,Q76G19
RENBP,DEG20113214,P51606
HCFC1,DEG20113215,P51610
OPN1LW,DEG20113216,P04000
ARHGAP4,DEG20113217,P98171
L1CAM,DEG20113218,P32004
FLNA,DEG20113219,P21333
G6PD,DEG20113220,P11413
RPL10,DEG20113221,P27635
TKTL1,DEG20113222,P51854
GDI1,DEG20113223,P31150
TAZ,DEG20113224,Q16635
FAM50A,DEG20113225,Q14320
PLXNA3,DEG20113226,P51805
MPP1,DEG20113227,Q00013
GAB3,DEG20113228,Q8WWW8
DKC1,DEG20113229,O60832
F8,DEG20113230,P00451
